srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
1000734722,38617,2511044096,6881,3,3,0.051073,1540,1644,31,29,4,4,0,226186.0469,243259.6563,16,18,255,255,313533850,78997356,96,91,0,0,230.726802,6.081713,1421927443,1421927443,3.381,2.927059,0.002004,0.001312,0.000692,0,0,0,0,0,9,12,16,7,5,1,5,0,0
1000734722,42115,2511044096,6881,3,3,0.028475,1540,1644,31,29,4,4,0,405689.2188,436312.5625,16,18,255,255,2458915492,80826598,96,91,0,0,122.072958,3.336082,1421927443,1421927443,1.868333,1.605882,0.00201,0.00117,0.00084,0,0,0,0,0,9,12,16,7,5,1,5,0,0
1000734723,14387,2511044103,25740,3,3,0.019337,320,1826,31,29,1,2,4,110461.8047,661116,6,8,255,255,455979746,55378675,53,228,0,0,191.721216,2.690632,1421927443,1421927443,3.7888,1.455571,0.010984,0.00914,0.001844,0,0,0,0,0,2,1,4,10,2,1,2,0,0
1000734724,20704,2511044100,53,1,1,0.001115,132,164,31,29,0,0,1,473542.5938,588340.8125,2,2,0,0,0,0,66,82,0,0,0,0,1421927443,1421927443,0.011,0.009,0,0,0,0,0,0,0,0,1,1,5,8,1,1,1,0,0
1000734729,30773,2511044103,80,3,3,3.575787,1052,824,31,29,2,2,2,2060.525391,1660.054077,8,10,255,255,146043432,2296747079,132,82,0,0,39793.09915,1121.16125,1421927440,1421927443,510.654875,397.249437,0.000683,0.000534,0.000149,0,0,0,0,0,3,3,4,6,2,1,1,0,0
1000734722,20120,2511044098,80,3,3,7.790827,1052,824,31,29,2,2,2,945.7276,761.921692,8,10,255,255,1921009818,1922096074,132,82,0,0,90117.16308,2443.36325,1421927436,1421927443,1112.860679,865.590687,0.000648,0.000506,0.000142,0,0,0,0,0,2,10,7,7,2,1,1,0,0
1000734726,29826,2511044102,80,3,3,7.260025,1052,824,31,29,2,2,2,1014.872559,817.628052,8,10,255,255,73526959,74660910,132,82,0,0,84177.25563,2279.2045,1421927436,1421927443,1037.088571,806.607687,0.000706,0.000549,0.000157,0,0,0,0,0,5,6,7,4,4,1,1,0,0
1000734721,59390,2511044102,80,3,3,11.131927,1052,824,31,29,2,2,2,661.880066,533.241028,8,10,255,255,1968494070,1969579249,132,82,0,0,131736.2045,3496.849,1421927432,1421927443,1590.107107,1236.82175,0.000664,0.000526,0.000138,0,0,0,0,0,7,6,7,8,6,1,1,0,0
1000734724,29776,2511044105,80,3,3,14.398533,1052,824,31,29,2,2,2,511.718811,412.264221,8,10,255,255,4285558346,4282546346,132,82,0,0,171479.3301,4516.8105,1421927429,1421927443,2056.804786,1599.7765,0.000682,0.00054,0.000142,0,0,0,0,0,5,4,3,8,5,1,1,0,0
1000734726,62669,2511044098,80,3,3,20.481709,1052,824,31,29,2,2,2,359.735626,289.81958,8,10,255,255,2768847448,624496421,132,82,0,0,244019.1504,6428.6545,1421927423,1421927443,2925.856786,2275.685,0.000679,0.000535,0.000144,0,0,0,0,0,5,10,7,4,4,1,1,0,0
1000734728,18211,2511044104,80,3,3,20.632902,1052,824,31,29,2,2,2,357.099548,287.695831,8,10,255,255,563462364,564587033,132,82,0,0,245248.7681,6483.0755,1421927423,1421927443,2947.409643,2292.48175,0.000698,0.000559,0.000139,0,0,0,0,0,4,6,5,3,3,1,1,0,0
